hit,seq1,seq2,S,N,t,kappa,omega,dN,dN_SE,dS,dS_SE
Os06t0162800-01_Os04t0580700-01,Os06t0162800-01,Os04t0580700-01,137.5,534.5,2.8355,1.1006,0.151,0.4396,0.037,2.9105,1.8247
Os06t0299300-01_Os06t0299200-00,Os06t0299300-01,Os06t0299200-00,156.2,728.8,0.3908,3.2899,0.1992,0.0762,0.0107,0.3825,0.0695
Os10t0524400-03_Os03t0119100-01,Os10t0524400-03,Os03t0119100-01,624.1,1868.9,1.2592,2.0663,0.1316,0.1583,0.01,1.2027,0.1594
Os01t0371500-01_Os01t0372400-01,Os01t0371500-01,Os01t0372400-01,118.8,526.2,2.3314,1.6465,0.1409,0.366,0.0322,2.5974,2.803
Os06t0547400-01_Os06t0521500-01,Os06t0547400-01,Os06t0521500-01,112.4,850.6,2.21,1.4226,0.1034,0.3661,0.0254,3.5414,4.6304
Os04t0554600-00_Os10t0552200-01,Os04t0554600-00,Os10t0552200-01,53.3,333.7,2.0198,1.2152,0.1022,0.3048,0.0357,2.9815,3.2176
Os04t0497300-00_Os06t0115100-01,Os04t0497300-00,Os06t0115100-01,61.4,169.6,2.0685,2.3629,0.2547,0.3879,0.0598,1.5232,0.7627
Os04t0320700-02_Os02t0578300-01,Os04t0320700-02,Os02t0578300-01,150.5,1295.5,1.6002,2.0784,0.0966,0.2704,0.0167,2.7976,1.5049
Os01t0692100-01_Os10t0530200-01,Os01t0692100-01,Os10t0530200-01,101.5,600.5,1.7072,1.7217,0.1943,0.3558,0.0296,1.8313,0.6081
Os06t0184800-01_Os03t0286900-01,Os06t0184800-01,Os03t0286900-01,27.6,134.4,1.8873,0.8179,0.0998,0.2483,0.0493,2.4872,2.3497
Os01t0153100-00_Os03t0279000-00,Os01t0153100-00,Os03t0279000-00,40.2,412.8,0.7359,0.5394,0.043,0.0825,0.0148,1.9156,0.9362
Os06t0564500-01_Os06t0149700-00,Os06t0564500-01,Os06t0149700-00,256.2,754.8,1.5574,1.7597,0.1371,0.2001,0.0181,1.4594,0.2096
Os01t0178300-01_Os05t0178300-01,Os01t0178300-01,Os05t0178300-01,15.8,143.2,0.8588,0.736,0.0434,0.0898,0.0263,2.0692,1.8162
Os03t0817200-01_Os07t0231400-01,Os03t0817200-01,Os07t0231400-01,268.3,790.7,3.7572,2.8433,0.0607,0.2545,0.0208,4.1939,7.1183
Os05t0319800-01_Os07t0191200-01,Os05t0319800-01,Os07t0191200-01,593.4,2268.6,3.3989,1.5282,0.0369,0.1765,0.0097,4.7894,10.5661
Os05t0564200-01_Os09t0491756-01,Os05t0564200-01,Os09t0491756-01,180.7,674.3,2.8933,1.6067,0.0458,0.1787,0.018,3.8974,5.8519
Os01t0602500-01_Os01t0627800-01,Os01t0602500-01,Os01t0627800-01,205.0,938.0,2.8927,1.6808,0.0757,0.3022,0.0212,3.9924,6.2304
Os05t0328800-00_Os07t0219250-00,Os05t0328800-00,Os07t0219250-00,123.1,326.9,0.2173,1.9629,1.2976,0.0773,0.016,0.0596,0.0229
Os02t0232900-01_Os01t0202800-00,Os02t0232900-01,Os01t0202800-00,136.0,647.0,2.6061,1.6386,0.0752,0.2769,0.024,3.6844,5.0861
Os01t0173100-01_Os06t0602600-01,Os01t0173100-01,Os06t0602600-01,88.3,298.7,1.1674,2.3912,0.0982,0.1258,0.022,1.2807,0.388
Os02t0586400-01_Os07t0634200-01,Os02t0586400-01,Os07t0634200-01,165.2,464.8,4.2392,2.1646,0.1769,0.6363,0.0545,3.5979,22.4322
Os06t0109500-01_Os09t0407700-01,Os06t0109500-01,Os09t0407700-01,191.3,564.7,3.9895,3.2731,0.1316,0.4982,0.0394,3.7841,4.8928
Os11t0194100-01_Os11t0194600-01,Os11t0194100-01,Os11t0194600-01,105.8,452.2,0.0992,3.0023,0.6288,0.0297,0.0082,0.0473,0.0218
Os04t0206700-01_Os04t0203600-00,Os04t0206700-01,Os04t0203600-00,231.5,884.5,1.4943,1.2817,0.1948,0.2682,0.0201,1.3766,0.35
Os01t0191500-01_Os05t0524300-01,Os01t0191500-01,Os05t0524300-01,371.7,1107.3,2.2623,1.8991,0.1362,0.2907,0.019,2.1346,0.4068
Os01t0874300-01_Os05t0429900-01,Os01t0874300-01,Os05t0429900-01,79.0,683.0,0.9379,2.2692,0.0904,0.153,0.0162,1.6932,0.5665
Os04t0454200-01_Os04t0452700-01,Os04t0454200-01,Os04t0452700-01,174.5,1367.5,0.9915,2.764,0.1241,0.1838,0.0128,1.4805,0.2607
Os03t0103100-01_Os04t0554500-00,Os03t0103100-01,Os04t0554500-00,55.2,331.8,1.296,1.6555,0.1614,0.248,0.0312,1.5368,0.5137
Os07t0676900-01_Os01t0263300-01,Os07t0676900-01,Os01t0263300-01,166.0,782.0,2.9705,1.235,0.1008,0.3864,0.0275,3.834,5.6124
Os03t0124000-01_Os10t0534900-01,Os03t0124000-01,Os10t0534900-01,249.4,1469.6,1.7977,1.1631,0.1292,0.303,0.017,2.3455,1.3529
Os03t0102700-01_Os03t0106500-01,Os03t0102700-01,Os03t0106500-01,114.7,680.3,2.4321,1.2209,0.0977,0.3476,0.0274,3.5568,4.6775
Os07t0687900-01_Os03t0316200-01,Os07t0687900-01,Os03t0316200-01,99.4,884.6,1.3603,0.7944,0.0338,0.1166,0.0122,3.4496,4.3604
Os03t0428700-01_Os05t0477600-01,Os03t0428700-01,Os05t0477600-01,97.6,640.4,2.16,0.6567,0.0892,0.3063,0.0261,3.4354,4.3201
Os01t0860601-01_Os04t0412200-01,Os01t0860601-01,Os04t0412200-01,64.6,391.4,2.1574,1.2527,0.1029,0.3216,0.0342,3.1265,3.5332
Os12t0595200-00_Os03t0353300-01,Os12t0595200-00,Os03t0353300-01,236.3,825.7,1.0055,1.6925,1.0408,0.3381,0.0243,0.3249,0.0474
Os10t0126700-01_Os10t0127900-03,Os10t0126700-01,Os10t0127900-03,301.5,931.5,1.1969,1.5866,0.6351,0.3498,0.0235,0.5508,0.0686
Os01t0944700-01_Os01t0946500-01,Os01t0944700-01,Os01t0946500-01,103.3,823.7,1.2578,1.3682,0.0836,0.1887,0.0167,2.2577,0.9031
Os01t0591000-02_Os06t0270900-01,Os01t0591000-02,Os06t0270900-01,316.9,1189.1,3.5292,1.2732,0.0785,0.3388,0.0203,4.319,7.7327
Os11t0582300-02_Os01t0575000-02,Os11t0582300-02,Os01t0575000-02,593.3,1818.7,4.3474,1.7621,0.0751,0.3595,0.0172,4.7893,10.5651
Os08t0553200-00_Os08t0553300-00,Os08t0553200-00,Os08t0553300-00,183.9,518.1,0.3496,2.6849,0.4533,0.0886,0.0137,0.1954,0.0378
Os11t0112400-01_Os02t0240300-01,Os11t0112400-01,Os02t0240300-01,136.4,814.6,2.489,1.8347,0.0952,0.3511,0.0252,3.6869,5.0944
Os05t0148950-00_Os01t0369800-00,Os05t0148950-00,Os01t0369800-00,100.0,227.0,1.0129,1.2029,0.9914,0.3367,0.0464,0.3397,0.0749
Os09t0406300-00_Os09t0405400-00,Os09t0406300-00,Os09t0405400-00,143.9,258.1,0.076,3.5248,1.6869,0.0297,0.0109,0.0176,0.0112
Os06t0714200-01_Os07t0619800-02,Os06t0714200-01,Os07t0619800-02,332.5,1014.5,2.1876,1.6239,0.099,0.2246,0.0168,2.2688,0.5106
Os09t0426800-01_Os02t0178800-01,Os09t0426800-01,Os02t0178800-01,269.9,1587.1,1.2742,1.6688,0.1166,0.2021,0.0126,1.7337,0.2999
Os03t0802600-01_Os03t0802500-01,Os03t0802600-01,Os03t0802500-01,137.3,1320.7,1.7091,2.193,0.0664,0.245,0.0156,3.6918,5.1109
Os02t0108900-00_Os02t0107600-01,Os02t0108900-00,Os02t0107600-01,209.7,876.3,0.2065,1.8237,0.5863,0.0606,0.0086,0.1033,0.0239
Os02t0595100-02_Os04t0477500-02,Os02t0595100-02,Os04t0477500-02,281.8,828.2,0.8383,2.148,0.0819,0.0727,0.0097,0.8873,0.1284
Os07t0663800-01_Os07t0663700-01,Os07t0663800-01,Os07t0663700-01,128.4,723.6,0.6191,3.9903,0.1083,0.0921,0.0118,0.8504,0.181
Os03t0234900-01_Os01t0543100-01,Os03t0234900-01,Os01t0543100-01,122.8,873.2,2.355,1.9331,0.1075,0.3879,0.0261,3.6081,4.8373
Os07t0176500-01_Os03t0637600-02,Os07t0176500-01,Os03t0637600-02,122.8,861.2,2.9651,1.0541,0.0594,0.332,0.0235,5.5891,67.3766
Os07t0541800-01_Os07t0541900-01,Os07t0541800-01,Os07t0541900-01,446.2,1509.8,0.6943,1.7932,0.2903,0.1486,0.0107,0.5118,0.0498
Os11t0546900-01_Os02t0580300-01,Os11t0546900-01,Os02t0580300-01,164.7,618.3,1.7076,1.8148,0.0623,0.1365,0.016,2.1929,0.6582
Os01t0136200-01_Os03t0266300-03,Os01t0136200-01,Os03t0266300-03,33.5,413.5,0.9303,0.8834,0.0464,0.1221,0.0184,2.633,2.5756
Os07t0639600-01_Os09t0396300-01,Os07t0639600-01,Os09t0396300-01,162.8,485.2,0.1733,1.4585,0.0647,0.0125,0.0051,0.1928,0.0399
Os03t0785300-01_Os07t0150500-01,Os03t0785300-01,Os07t0150500-01,644.9,2139.1,1.1189,2.419,0.1686,0.1741,0.0099,1.0327,0.1116
Os06t0696400-01_Os06t0696600-01,Os06t0696400-01,Os06t0696600-01,82.7,751.3,1.7046,1.8292,0.0804,0.2663,0.0217,3.3112,3.9838
Os01t0801500-01_Os01t0941500-00,Os01t0801500-01,Os01t0941500-00,137.8,837.2,2.5139,1.3557,0.0996,0.3679,0.0257,3.6942,5.119
Os05t0456200-00_Os01t0847600-01,Os05t0456200-00,Os01t0847600-01,192.2,530.8,1.838,2.2477,0.1726,0.2694,0.0261,1.5608,0.2745
Os05t0105100-01_Os01t0750000-02,Os05t0105100-01,Os01t0750000-02,147.9,503.1,1.7484,1.2378,0.1472,0.2516,0.0256,1.7091,0.3766
Os03t0733400-01_Os05t0583200-01,Os03t0733400-01,Os05t0583200-01,529.4,1600.6,1.044,2.3584,0.1692,0.1567,0.0108,0.9263,0.1025
Os01t0206700-03_Os05t0476350-00,Os01t0206700-03,Os05t0476350-00,307.2,991.8,3.8534,1.6562,0.082,0.352,0.023,4.2955,7.6134
Os04t0651000-01_Os10t0109600-01,Os04t0651000-01,Os10t0109600-01,164.6,777.4,3.0235,1.5527,0.1073,0.4107,0.0289,3.8277,5.5889
Os04t0588350-00_Os02t0227400-01,Os04t0588350-00,Os02t0227400-01,393.0,1227.0,4.1675,1.6904,0.089,0.3989,0.0225,4.4804,8.6064
Os07t0663800-01_Os07t0663600-01,Os07t0663800-01,Os07t0663600-01,129.6,719.4,1.5792,1.4901,0.1417,0.2735,0.0226,1.9301,0.5862
Os11t0159900-00_Os08t0553100-00,Os11t0159900-00,Os08t0553100-00,189.8,506.2,1.4573,3.0609,0.3932,0.3419,0.0319,0.8694,0.1537
Os10t0443800-01_Os10t0444100-01,Os10t0443800-01,Os10t0444100-01,200.0,589.0,1.3716,1.8735,0.7442,0.4206,0.034,0.5651,0.0829
Os03t0382350-01_Os07t0236200-01,Os03t0382350-01,Os07t0236200-01,49.2,145.8,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os04t0556500-01_Os04t0556400-01,Os04t0556500-01,Os04t0556400-01,162.2,929.8,1.5807,1.2028,0.0842,0.2015,0.0164,2.3919,9.9703
Os01t0209200-01_Os08t0430500-01,Os01t0209200-01,Os08t0430500-01,160.8,598.2,3.1285,1.2937,0.0786,0.2993,0.0264,3.8099,5.5238
Os04t0324100-01_Os02t0755600-01,Os04t0324100-01,Os02t0755600-01,202.8,1255.2,1.8256,1.5756,0.1574,0.3488,0.0202,2.2164,0.6114
Os06t0481850-00_Os07t0116050-00,Os06t0481850-00,Os07t0116050-00,221.1,837.9,3.5902,1.7163,0.1096,0.4439,0.0296,4.0491,6.4682
Os05t0456200-00_Os01t0847700-01,Os05t0456200-00,Os01t0847700-01,183.6,539.4,1.9407,1.9052,0.1476,0.2622,0.0254,1.7767,0.3679
Os12t0441600-00_Os05t0515500-01,Os12t0441600-00,Os05t0515500-01,179.2,903.8,0.977,1.8719,0.2144,0.2028,0.0167,0.9457,0.1654
Os12t0604600-01_Os01t0575000-02,Os12t0604600-01,Os01t0575000-02,568.5,1849.5,4.0577,1.3003,0.0643,0.306,0.0152,4.7573,10.3427
Os07t0545400-01_Os08t0427700-00,Os07t0545400-01,Os08t0427700-00,39.9,362.1,0.5854,2.2247,0.0184,0.031,0.0094,1.6865,1.944
Os07t0130800-01_Os07t0131375-00,Os07t0130800-01,Os07t0131375-00,511.7,1285.3,1.7308,3.2814,0.2465,0.3084,0.0186,1.2513,0.1144
Os02t0268050-00_Os03t0155900-01,Os02t0268050-00,Os03t0155900-01,121.3,613.7,2.4255,1.529,0.0714,0.2571,0.0235,3.5986,4.8074
Os07t0628700-01_Os07t0537000-01,Os07t0628700-01,Os07t0537000-01,470.3,1476.7,1.4306,1.782,0.2988,0.3044,0.017,1.0186,0.1008
Os01t0897000-01_Os08t0512600-01,Os01t0897000-01,Os08t0512600-01,176.7,726.3,1.6735,1.3059,0.1368,0.2496,0.0212,1.8245,0.3983
Os07t0107100-01_Os08t0375400-01,Os07t0107100-01,Os08t0375400-01,107.1,480.9,1.5235,1.5626,0.2175,0.3068,0.0299,1.4106,0.305
Os03t0150500-01_Os03t0150800-01,Os03t0150500-01,Os03t0150800-01,174.7,1406.3,1.7315,1.7202,0.0433,0.1677,0.0119,3.8725,5.7564
Os01t0154600-01_Os01t0154500-01,Os01t0154600-01,Os01t0154500-01,184.6,529.4,0.5249,2.5168,0.6178,0.1508,0.0184,0.2442,0.0424
Os06t0152400-01_Os06t0152300-01,Os06t0152400-01,Os06t0152300-01,208.7,490.3,0.9398,2.1061,0.7002,0.2778,0.0276,0.3967,0.0563
Os12t0147000-00_Os11t0149100-01,Os12t0147000-00,Os11t0149100-01,328.6,748.4,0.7007,1.5192,0.3517,0.1495,0.0153,0.425,0.0477
Os08t0116900-01_Os06t0679500-01,Os08t0116900-01,Os06t0679500-01,267.9,854.1,2.2233,1.6086,0.2264,0.4081,0.0275,1.8029,0.3148
Os07t0220466-00_Os01t0196133-00,Os07t0220466-00,Os01t0196133-00,113.5,414.5,1.2868,2.9431,0.0976,0.1435,0.0202,1.471,0.3194
Os04t0176400-00_Os11t0461000-01,Os04t0176400-00,Os11t0461000-01,346.3,1051.7,1.963,1.5292,0.2451,0.3711,0.0231,1.5144,0.3294
Os02t0195300-01_Os01t0977200-00,Os02t0195300-01,Os01t0977200-00,364.2,961.8,0.0505,3.2188,0.3734,0.0115,0.0035,0.0309,0.0094
Os01t0860400-01_Os01t0687400-01,Os01t0860400-01,Os01t0687400-01,108.6,770.4,2.2602,1.4554,0.1036,0.3641,0.0266,3.5156,4.5528
Os08t0421900-01_Os03t0799600-02,Os08t0421900-01,Os03t0799600-02,136.2,508.8,3.0273,1.8689,0.0795,0.293,0.0282,3.6853,5.0891
Os02t0801000-01_Os02t0801100-01,Os02t0801000-01,Os02t0801100-01,107.5,273.5,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os05t0319200-00_Os05t0196600-00,Os05t0319200-00,Os05t0196600-00,198.4,1154.6,1.4273,1.609,0.0518,0.1291,0.0113,2.4931,6.4899
Os01t0870300-02_Os03t0838400-01,Os01t0870300-02,Os03t0838400-01,144.6,1289.4,1.0003,1.9451,0.0696,0.142,0.0113,2.0398,2.6859
Os09t0565700-01_Os03t0286200-01,Os09t0565700-01,Os03t0286200-01,249.7,887.3,3.5879,1.0938,0.0887,0.3672,0.0249,4.1403,6.8701
Os04t0151900-01_Os09t0316000-01,Os04t0151900-01,Os09t0316000-01,176.0,535.0,2.7043,2.8352,0.1315,0.342,0.0307,2.6015,4.1532
Os06t0662600-00_Os06t0662700-01,Os06t0662600-00,Os06t0662700-01,59.8,255.2,0.5367,2.1027,0.3872,0.1376,0.025,0.3553,0.1053
Os11t0479100-00_Os11t0704100-00,Os11t0479100-00,Os11t0704100-00,819.2,2375.8,1.7036,2.0001,0.3287,0.3727,0.0154,1.1338,0.1166
Os09t0297300-00_Os01t0567500-01,Os09t0297300-00,Os01t0567500-01,160.9,1375.1,1.8219,2.7113,0.061,0.2325,0.0148,3.8105,5.5261
Os07t0665000-00_Os07t0664400-01,Os07t0665000-00,Os07t0664400-01,137.4,756.6,1.5638,2.8224,0.1149,0.2387,0.0202,2.0773,0.6226
Os02t0255500-01_Os06t0526400-00,Os02t0255500-01,Os06t0526400-00,137.8,423.2,1.6564,2.4744,0.1512,0.2321,0.0268,1.5348,0.3138
Os05t0237501-00_Os01t0233850-00,Os05t0237501-00,Os01t0233850-00,183.9,446.1,0.641,0.6447,1.4226,0.2339,0.0263,0.1645,0.0329
Os05t0557900-01_Os12t0110100-01,Os05t0557900-01,Os12t0110100-01,377.9,1020.1,2.7133,1.7055,0.255,0.5053,0.0297,1.9817,0.3321
Os08t0189100-01_Os01t0284500-01,Os08t0189100-01,Os01t0284500-01,146.8,498.2,3.5476,1.8085,0.1145,0.4286,0.0373,3.7417,5.2813
Os07t0262200-02_Os03t0841700-02,Os07t0262200-02,Os03t0841700-02,186.3,677.7,0.7581,1.0395,0.0733,0.0678,0.0104,0.9255,0.1711
Os03t0218400-01_Os07t0131600-01,Os03t0218400-01,Os07t0131600-01,180.7,1358.3,2.3431,1.9486,0.094,0.3664,0.0201,3.8976,5.8526
Os01t0525350-00_Os09t0306500-00,Os01t0525350-00,Os09t0306500-00,15.4,95.6,1.0469,3.1555,0.1698,0.2079,0.053,1.224,1.2792
Os12t0258700-01_Os01t0850700-02,Os12t0258700-01,Os01t0850700-02,287.4,1374.6,2.3766,1.3589,0.126,0.3602,0.0197,2.8585,3.5186
Os12t0110300-01_Os11t0110066-01,Os12t0110300-01,Os11t0110066-01,306.4,665.6,0.1053,5.5245,0.3875,0.0234,0.006,0.0605,0.0147
Os04t0543000-01_Os02t0650500-01,Os04t0543000-01,Os02t0650500-01,304.4,1051.6,1.8211,1.7282,0.1201,0.2295,0.0167,1.9114,0.3386
Os10t0426300-00_Os10t0407400-01,Os10t0426300-00,Os10t0407400-01,350.3,897.7,0.2129,3.7701,0.7095,0.0637,0.0087,0.0897,0.017
Os10t0530600-01_Os10t0529700-01,Os10t0530600-01,Os10t0529700-01,96.0,597.0,1.5546,1.7429,0.1956,0.3302,0.0282,1.688,0.5686
Os09t0327000-00_Os08t0377500-01,Os09t0327000-00,Os08t0377500-01,137.3,639.7,1.9948,3.279,0.1028,0.2615,0.0235,2.5447,1.864
Os04t0368300-00_Os04t0370900-01,Os04t0368300-00,Os04t0370900-01,570.2,1610.8,1.1917,2.4967,0.2643,0.2299,0.0136,0.8699,0.0873
Os06t0714950-00_Os04t0543033-00,Os06t0714950-00,Os04t0543033-00,130.5,289.5,1.1662,0.8279,0.8305,0.3655,0.044,0.4402,0.0765
Os01t0641000-01_Os03t0638800-01,Os01t0641000-01,Os03t0638800-01,270.1,812.9,1.9484,1.669,0.121,0.231,0.0191,1.9093,0.3585
Os05t0550700-00_Os04t0177000-00,Os05t0550700-00,Os04t0177000-00,220.7,844.3,3.3424,1.0487,0.0859,0.3475,0.0246,4.0475,6.4612
Os05t0213500-01_Os02t0255500-01,Os05t0213500-01,Os02t0255500-01,123.1,488.9,2.5862,1.0306,0.0472,0.1704,0.0205,3.6096,4.8423
Os08t0111300-01_Os08t0111500-00,Os08t0111300-01,Os08t0111500-00,178.5,1249.5,0.2058,3.0838,0.2508,0.0499,0.0065,0.1992,0.0383
Os11t0112400-01_Os07t0677400-00,Os11t0112400-01,Os07t0677400-00,177.1,758.9,3.1663,1.7174,0.1018,0.3954,0.0284,3.8827,5.7954
Os02t0747900-01_Os10t0403800-00,Os02t0747900-01,Os10t0403800-00,27.8,230.2,1.1547,1.1523,0.0522,0.1302,0.0255,2.4939,2.3597
Os12t0438000-02_Os08t0427700-00,Os12t0438000-02,Os08t0427700-00,46.4,355.6,0.5699,0.6912,0.0778,0.0802,0.0157,1.0309,0.288
Os01t0889900-01_Os01t0871000-00,Os01t0889900-01,Os01t0871000-00,303.1,1454.9,1.9044,3.154,0.0855,0.2232,0.014,2.6106,0.8314
Os12t0121100-01_Os11t0121400-01,Os12t0121100-01,Os11t0121400-01,335.5,789.5,0.0407,5.0186,0.2081,0.0064,0.0028,0.0306,0.0098
Os06t0662300-01_Os04t0317500-01,Os06t0662300-01,Os04t0317500-01,79.9,271.1,0.6811,2.5494,0.3407,0.1576,0.0262,0.4626,0.1181
Os05t0576900-01_Os06t0232300-01,Os05t0576900-01,Os06t0232300-01,221.2,1458.8,2.3194,1.5208,0.0682,0.2764,0.016,4.0493,6.4691
Os07t0202100-01_Os03t0805200-01,Os07t0202100-01,Os03t0805200-01,552.7,1319.3,0.8382,2.5633,0.0872,0.0683,0.0075,0.7833,0.075
Os10t0444600-00_Os04t0186400-02,Os10t0444600-00,Os04t0186400-02,98.7,1038.3,1.3169,2.1702,0.0445,0.1533,0.0132,3.4441,4.3448
Os12t0438000-02_Os12t0530000-01,Os12t0438000-02,Os12t0530000-01,49.6,355.4,0.9852,0.4875,0.1303,0.1807,0.025,1.3868,1.4687
Os09t0441700-00_Os08t0456200-00,Os09t0441700-00,Os08t0456200-00,261.7,1295.3,2.6122,1.9599,0.0486,0.203,0.014,4.1755,7.0317
Os01t0809300-01_Os05t0491400-01,Os01t0809300-01,Os05t0491400-01,162.0,468.0,1.607,2.6881,0.236,0.2923,0.0294,1.2387,0.344
Os03t0737400-01_Os03t0737300-01,Os03t0737400-01,Os03t0737300-01,90.1,428.9,0.488,1.3879,0.3683,0.1253,0.0182,0.3403,0.0748
Os07t0573400-02_Os06t0474500-02,Os07t0573400-02,Os06t0474500-02,257.4,1005.6,3.5787,1.3868,0.104,0.4328,0.0264,4.1629,6.9735
Os04t0309600-01_Os03t0401300-01,Os04t0309600-01,Os03t0401300-01,497.9,1908.1,3.8059,1.1177,0.0825,0.3844,0.0176,4.6577,9.681
Os09t0555200-01_Os04t0572600-01,Os09t0555200-01,Os04t0572600-01,238.7,715.3,0.2643,2.8746,0.2667,0.0522,0.0088,0.1957,0.0334
Os07t0173501-00_Os03t0794700-01,Os07t0173501-00,Os03t0794700-01,58.1,397.9,1.6115,0.7959,0.0012,0.005,0.0036,4.1796,23.1204
Os12t0132800-01_Os12t0133100-02,Os12t0132800-01,Os12t0133100-02,387.6,1022.4,1.7879,2.3685,0.1804,0.265,0.0186,1.4691,0.306
Os03t0773150-00_Os12t0508300-01,Os03t0773150-00,Os12t0508300-01,15.3,152.7,27.0835,0.6914,0.0001,0.0066,0.0066,99.0,0.0
Os11t0112400-01_Os07t0677500-00,Os11t0112400-01,Os07t0677500-00,170.5,759.5,3.0474,1.3617,0.0982,0.3785,0.0275,3.8542,5.6874
Os01t0763600-02_Os03t0603600-01,Os01t0763600-02,Os03t0603600-01,292.7,877.3,1.9327,1.9558,0.124,0.2328,0.0185,1.877,0.3306
Os06t0152100-01_Os10t0323600-01,Os06t0152100-01,Os10t0323600-01,64.5,328.5,3.0696,0.7779,0.0188,0.1068,0.0191,5.6925,106.732
Os03t0652400-00_Os03t0653100-00,Os03t0652400-00,Os03t0653100-00,188.6,417.4,0.1235,15.9826,0.4767,0.0307,0.0088,0.0644,0.0195
Os08t0284200-00_Os08t0284500-00,Os08t0284200-00,Os08t0284500-00,151.1,472.9,0.0388,5.961,0.9593,0.0128,0.0053,0.0134,0.0095
Os01t0543100-01_Os04t0651000-01,Os01t0543100-01,Os04t0651000-01,122.4,831.6,2.3296,1.5037,0.0999,0.3602,0.0254,3.6054,4.8289
Os10t0332733-00_Os08t0283600-00,Os10t0332733-00,Os08t0283600-00,124.2,535.8,0.7629,1.9079,0.0637,0.0675,0.0117,1.0603,0.3159
Os03t0839200-01_Os03t0229500-00,Os03t0839200-01,Os03t0229500-00,203.6,1254.4,2.6083,1.5957,0.0911,0.3633,0.0209,3.9872,6.2089
Os05t0237800-00_Os08t0127100-02,Os05t0237800-00,Os08t0127100-02,156.3,1181.7,1.1074,1.8414,0.1252,0.2033,0.0146,1.6232,0.3291
Os01t0885700-01_Os12t0130800-00,Os01t0885700-01,Os12t0130800-00,410.1,1989.9,2.2419,1.7811,0.1487,0.3778,0.017,2.5406,0.6527
Os03t0279200-01_Os05t0113900-01,Os03t0279200-01,Os05t0113900-01,38.1,420.9,1.393,3.1651,0.0167,0.079,0.0143,4.7254,38.3057
Os11t0642400-01_Os10t0379100-01,Os11t0642400-01,Os10t0379100-01,157.2,1114.8,1.2193,1.7803,0.1865,0.264,0.0177,1.4159,0.2534
Os01t0627600-01_Os01t0627800-01,Os01t0627600-01,Os01t0627800-01,219.3,953.7,1.9536,1.8131,0.1509,0.3174,0.0217,2.1031,0.5088
Os06t0691900-00_Os06t0110400-00,Os06t0691900-00,Os06t0110400-00,202.3,1078.7,0.5142,1.6,0.3065,0.1263,0.0116,0.412,0.0596
Os06t0166100-01_Os12t0160900-01,Os06t0166100-01,Os12t0160900-01,509.7,1800.3,1.7947,2.1816,0.2524,0.3618,0.0174,1.4333,0.1438
Os03t0237100-01_Os04t0447500-01,Os03t0237100-01,Os04t0447500-01,166.3,787.7,2.977,1.1256,0.1023,0.3923,0.0278,3.8352,5.6167
Os07t0206600-01_Os03t0594400-01,Os07t0206600-01,Os03t0594400-01,206.4,1326.6,2.6029,3.3337,0.0952,0.3806,0.0209,3.9975,6.2512
Os02t0306900-01_Os01t0239100-01,Os02t0306900-01,Os01t0239100-01,236.7,795.3,2.788,1.4166,0.0653,0.217,0.0186,3.3225,2.3897
Os02t0205200-01_Os03t0807700-01,Os02t0205200-01,Os03t0807700-01,145.3,913.7,2.567,1.2137,0.1066,0.3981,0.0261,3.7339,5.2542
Os07t0519600-00_Os07t0520100-00,Os07t0519600-00,Os07t0520100-00,357.2,938.8,0.1827,3.0436,0.4734,0.0466,0.0072,0.0984,0.0178
Os03t0340500-01_Os02t0831500-01,Os03t0340500-01,Os02t0831500-01,526.5,1888.5,3.8773,1.0324,0.0729,0.3426,0.0163,4.6996,9.9543
Os06t0598800-01_Os03t0245700-02,Os06t0598800-01,Os03t0245700-02,175.7,1345.3,2.1262,1.7543,0.0761,0.2951,0.0174,3.8764,5.7712
Os08t0553750-00_Os08t0552100-00,Os08t0553750-00,Os08t0552100-00,175.9,526.1,1.1982,2.8382,0.3976,0.2895,0.0276,0.728,0.1327
Os09t0571400-01_Os03t0811600-01,Os09t0571400-01,Os03t0811600-01,94.5,418.5,2.7896,1.4549,0.1084,0.3698,0.0365,3.4112,4.2522
Os05t0341100-00_Os02t0792500-00,Os05t0341100-00,Os02t0792500-00,248.2,876.8,1.4528,2.4352,0.2477,0.2899,0.0214,1.1706,0.1485
Os01t0695700-00_Os05t0548500-00,Os01t0695700-00,Os05t0548500-00,981.9,2798.1,1.8351,2.3128,0.1828,0.283,0.0118,1.5484,0.2418
Os10t0404300-00_Os11t0603000-01,Os10t0404300-00,Os11t0603000-01,38.1,234.9,1.662,1.6687,0.1379,0.2957,0.0417,2.1444,1.6159
Os10t0415200-01_Os03t0163500-02,Os10t0415200-01,Os03t0163500-02,631.8,1732.2,1.3162,3.1531,0.2048,0.2153,0.0126,1.0513,0.1298
Os01t0754100-01_Os06t0103400-02,Os01t0754100-01,Os06t0103400-02,80.0,313.0,2.5773,1.3037,0.0727,0.239,0.0314,3.2863,3.9196
Os11t0141500-00_Os12t0138100-00,Os11t0141500-00,Os12t0138100-00,126.3,1349.7,0.027,8.7826,0.1053,0.0052,0.002,0.0495,0.0205
Os03t0268600-01_Os09t0325700-01,Os03t0268600-01,Os09t0325700-01,151.0,872.0,2.1972,1.805,0.0769,0.2642,0.0201,3.4364,3.4772
