pair	dS	dN	t	kappa	omega	dN_SE	dS_SE
OB01G17320.1_OB01G17310.1	3.5712	0.3722	2.1414	1.5095	0.1042	0.0239	4.7219
OB01G17320.1_OB01G17360.1	3.5630	0.4008	2.2045	1.6370	0.1125	0.0253	4.6964
OB01G17320.1_OB02G19560.1	3.9165	0.2619	2.6208	1.2499	0.0669	0.0194	5.9258
OB01G17320.1_OB06G13450.1	3.4792	0.3937	2.0531	1.4371	0.1132	0.0247	4.4456
OB01G17320.1_OB06G24960.1	3.8559	0.2848	2.7860	1.2103	0.0739	0.0223	5.6938
OB01G17330.1_OB01G17940.1	1.8131	0.3848	1.9506	2.0490	0.2122	0.0261	0.3705
OB01G17360.1_OB02G19560.1	3.9516	0.5018	3.2822	2.4113	0.1270	0.0308	6.0646
OB01G17400.1_OB01G17380.1	0.7580	0.1707	0.8517	2.7455	0.2252	0.0192	0.1588
OB01G17410.1_OB05G16500.1	99.0000	0.4285	40.2543	1.0711	0.0043	0.0267	0.0000
OB01G17410.1_OB05G16520.1	3.8888	0.4200	2.8733	1.6622	0.1080	0.0263	5.8186
OB01G17420.1_OB01G34000.1	3.5267	0.3873	2.2532	1.1419	0.1098	0.0266	4.5861
OB01G17420.1_OB03G23490.1	3.6319	0.4279	2.5223	1.3849	0.1178	0.0284	4.9136
OB01G17420.1_OB06G24950.1	2.0328	0.3810	1.8281	1.0396	0.1874	0.0262	0.5870
OB01G17440.1_OB01G22100.1	2.5439	0.3646	1.7992	1.0573	0.1433	0.0248	1.2823
OB01G17440.1_OB01G24470.1	1.0190	0.2650	1.1277	1.2971	0.2601	0.0198	0.2382
OB01G17460.1_OB01G17450.1	1.4454	0.3597	1.9840	2.5412	0.2488	0.0262	0.1887
OB01G17460.1_OB06G24930.1	1.5174	0.2947	1.9243	1.6678	0.1942	0.0225	0.3321
OB01G17510.1_OB01G10860.1	1.6630	0.3527	1.6358	1.6333	0.2121	0.0345	0.5740
OB01G17510.1_OB02G18690.1	3.9018	0.2522	2.6962	1.9489	0.0646	0.0279	8.8378
OB01G17510.1_OB02G26860.1	2.4258	0.3071	1.9281	1.5585	0.1266	0.0314	1.9764
OB01G17510.1_OB02G30600.1	3.6515	0.2639	3.3550	2.1085	0.0723	0.0302	4.9772
OB01G17510.1_OB04G18900.1	3.2592	0.3139	2.2625	1.5053	0.0963	0.0317	3.8511
OB01G17510.1_OB06G13480.1	3.4408	0.1448	2.2855	2.5779	0.0421	0.0199	4.3355
OB01G17510.1_OB09G22840.1	3.7567	0.3270	3.9325	3.2112	0.0871	0.0359	5.3335
OB01G17510.1_OB12G16210.1	2.0083	0.2785	1.6186	1.7905	0.1387	0.0292	0.7588
OB01G17530.1_OB01G34250.1	1.7250	0.4341	2.2168	1.7632	0.2517	0.0180	0.1792
OB01G17610.1_OB02G13400.1	3.9739	0.3483	2.4342	1.5416	0.0877	0.0194	6.1545
OB01G17610.1_OB02G38850.1	2.5767	0.2938	1.8494	1.5946	0.1140	0.0171	0.9170
OB01G17620.1_OB01G17610.1	0.7349	0.1238	0.6338	1.9496	0.1684	0.0094	0.0937
OB01G17620.1_OB02G13400.1	3.9490	0.3396	2.3620	0.9842	0.0860	0.0191	6.0542
OB01G17620.1_OB02G38850.1	4.0101	0.2670	2.3151	1.2593	0.0666	0.0163	6.3037
OB01G17630.1_OB05G16610.1	0.9701	0.1765	1.1087	2.5525	0.1820	0.0164	0.1729
OB01G17700.1_OB05G16660.1	1.0938	0.2854	1.5339	2.7588	0.2609	0.0272	0.2195
OB01G17920.1_OB01G17330.1	2.9552	0.2966	2.3727	2.2946	0.1004	0.0218	5.8089
OB01G17920.1_OB01G17940.1	1.0721	0.3227	1.3881	2.2221	0.3010	0.0230	0.2027
OB01G17960.1_OB01G17990.1	1.3705	0.3141	1.7952	2.5224	0.2292	0.0164	0.1216
OB01G17980.1_OB01G17960.1	1.3068	0.3279	1.7698	2.4270	0.2509	0.0168	0.1115
OB01G17980.1_OB01G17990.1	0.4153	0.1031	0.5375	2.6272	0.2482	0.0081	0.0367
OB01G18040.1_OB08G21380.1	1.8960	0.2623	2.0714	2.0782	0.1383	0.0238	0.9303
OB01G18060.1_OB07G18620.1	2.9829	0.3371	2.4677	1.3976	0.1130	0.0273	3.2945
OB01G18060.1_OB12G21170.1	3.5804	0.3578	2.8235	1.5614	0.0999	0.0316	4.7505
OB01G18120.1_OB01G18110.1	1.1740	0.1180	1.2133	3.3056	0.1006	0.0146	0.2545
OB01G18180.1_OB01G26150.1	2.3851	0.2375	1.6242	1.6746	0.0996	0.0144	2.6272
OB01G18180.1_OB01G32640.1	1.9830	0.4519	2.0216	0.9144	0.2279	0.0215	0.3873
OB01G18220.1_OB05G16780.1	0.8989	0.1701	1.0718	1.7629	0.1893	0.0144	0.1066
OB01G18230.1_OB01G37720.1	1.9725	0.1787	1.7655	1.2584	0.0906	0.0213	0.5371
OB01G18260.1_OB02G44380.1	0.0073	0.0022	0.0093	0.9192	0.2977	0.0011	0.0042
OB01G18310.1_OB06G13910.1	2.6394	0.2378	2.2815	2.7494	0.0901	0.0227	1.1646
OB01G18340.1_OB12G16480.1	0.2311	0.0947	0.3866	3.2139	0.4097	0.0069	0.0216
OB01G18350.1_OB05G17000.1	1.2043	0.1091	0.9429	1.2518	0.0906	0.0099	0.1995
OB01G18360.1_OB02G20600.1	1.6125	0.3701	2.0002	1.1853	0.2296	0.0200	0.1944
OB01G18380.1_OB06G18040.1	3.0002	0.2306	2.6936	2.0033	0.0769	0.0247	8.7581
OB01G18430.1_OB05G17020.1	3.3660	0.2534	1.8948	1.3772	0.0753	0.0227	4.1286
OB01G18430.1_OB05G17040.1	3.7081	0.3464	2.4732	1.7392	0.0934	0.0245	5.1658
OB01G18460.1_OB05G17060.1	1.0946	0.3369	1.5634	1.4984	0.3078	0.0245	0.1865
OB01G18500.1_OB01G37360.1	2.2388	0.3710	2.3704	1.1590	0.1657	0.0236	0.5254
OB01G18500.1_OB02G20900.1	2.9519	0.2405	2.4605	1.1524	0.0815	0.0179	1.3863
OB01G18500.1_OB02G31900.1	4.2747	0.4024	3.8791	1.3909	0.0941	0.0251	7.5093
OB01G18530.1_OB06G34050.1	0.1740	0.0039	0.1551	5.9342	0.0225	0.0039	0.0487
OB01G18650.1_OB05G17330.1	1.0623	0.3755	1.6760	2.0159	0.3535	0.0228	0.1424
OB01G18660.1_OB01G18650.1	0.1070	0.0399	0.1742	1.9122	0.3732	0.0064	0.0180
OB01G18660.1_OB05G17330.1	1.1364	0.2868	1.5155	2.0871	0.2524	0.0196	0.1853
OB01G18670.1_OB09G20520.1	4.4450	0.4368	4.0726	1.3544	0.0983	0.0238	8.4065
OB01G18730.1_OB05G35350.1	4.5261	0.4456	4.3971	2.5029	0.0985	0.0245	8.8713
OB01G18740.1_OB02G21560.1	3.7932	0.0349	2.4217	1.2364	0.0092	0.0077	5.4632
OB01G18740.1_OB07G30440.1	3.8774	0.1214	3.0939	2.4457	0.0313	0.0159	5.7749
OB01G18780.1_OB05G17450.1	0.9582	0.3470	1.5122	2.8486	0.3622	0.0188	0.1220
OB01G18960.1_OB01G44700.1	3.9606	0.3839	2.5193	2.1482	0.0969	0.0210	6.1009
OB01G18960.1_OB02G11000.1	4.1216	0.4143	2.9861	1.8481	0.1005	0.0224	6.7855
OB01G18960.1_OB04G17830.1	4.3729	0.5290	4.1997	1.8422	0.1210	0.0289	8.0138
OB01G18960.1_OB04G27330.1	3.9528	0.4524	3.0636	1.9190	0.1144	0.0274	6.0697
OB01G19000.1_OB02G12170.1	1.9745	0.5078	2.6178	1.9874	0.2572	0.0349	0.4023
OB01G19000.1_OB05G11940.1	3.8750	0.2864	2.9922	0.9614	0.0739	0.0236	5.7660
OB01G19010.1_OB05G17470.1	0.8758	0.0659	0.8779	2.0096	0.0752	0.0105	0.1305
OB01G19030.1_OB08G21020.1	4.6974	0.3415	3.4312	1.4814	0.0727	0.0146	9.9395
OB01G19030.1_OB09G13680.1	2.0851	0.3920	2.2465	1.1101	0.1880	0.0169	0.4470
OB01G19130.1_OB01G40120.1	1.0054	0.3366	1.5304	1.7393	0.3348	0.0361	0.2358
OB01G19130.1_OB02G22270.1	1.4680	0.2504	1.6811	1.7222	0.1705	0.0298	0.5478
OB01G19180.1_OB01G39990.1	2.5740	0.3692	2.8336	2.1103	0.1434	0.0272	3.0669
OB01G19290.1_OB01G19280.1	0.9617	0.3533	1.3359	1.5096	0.3673	0.0227	0.1560
OB01G19430.1_OB01G36890.1	3.1241	0.2406	1.9202	1.6522	0.0770	0.0279	3.5279
OB01G19450.1_OB01G34160.1	2.7896	0.0856	2.2066	1.9984	0.0307	0.0100	4.2860
OB01G19450.1_OB04G25340.1	4.1708	0.1553	3.1168	1.5650	0.0372	0.0141	7.0101
OB01G19450.1_OB05G34090.1	1.4194	0.0946	1.2748	2.0740	0.0666	0.0106	0.1820
OB01G19510.1_OB06G10580.1	1.7491	0.4758	1.9330	0.7741	0.2720	0.0359	0.4854
OB01G19520.1_OB01G19510.1	1.7054	0.1904	1.1357	1.5470	0.1117	0.0189	0.4724
OB01G19520.1_OB01G44250.1	3.3421	0.2927	1.9374	1.0959	0.0876	0.0247	4.0648
OB01G19520.1_OB03G14250.1	2.4140	0.3562	1.8328	1.1382	0.1475	0.0281	1.1555
OB01G19520.1_OB04G13850.1	2.1361	0.3392	1.7069	1.3334	0.1588	0.0272	0.7961
OB01G19520.1_OB05G18600.1	99.0000	0.2071	27.8660	2.0874	0.0021	0.0214	-nan
OB01G19520.1_OB06G10580.1	4.6049	0.5274	3.1334	0.9424	0.1145	0.0385	20.5622
OB01G19520.1_OB10G18630.1	3.3867	0.3273	2.0832	1.1748	0.0966	0.0265	4.1847
OB01G19520.1_OB10G24020.1	1.4473	0.3949	1.5751	1.5649	0.2728	0.0304	0.3411
OB01G19530.1_OB01G53210.1	3.1149	0.1836	1.4146	1.3407	0.0590	0.0195	3.5070
OB01G19530.1_OB02G25080.1	3.6282	0.4165	3.1430	2.1365	0.1148	0.0359	4.9018
OB01G19530.1_OB05G18540.1	3.1148	0.1553	1.3258	2.2605	0.0499	0.0176	3.5066
OB01G19530.1_OB08G15260.1	3.6442	0.3962	3.1001	1.3810	0.1087	0.0341	4.9536
OB01G19690.1_OB01G16760.1	1.8620	0.2162	1.8851	1.6684	0.1161	0.0172	0.3174
OB01G19690.1_OB01G22150.1	1.5155	0.1367	1.4906	2.8988	0.0902	0.0133	0.2014
OB01G19690.1_OB02G18940.1	1.8276	0.1501	1.7685	2.4277	0.0821	0.0154	0.3276
OB01G19690.1_OB03G47020.1	1.3721	0.0844	1.3562	4.7671	0.0615	0.0103	0.2735
OB01G19690.1_OB05G12270.1	1.3608	0.0994	1.2994	2.8325	0.0730	0.0111	0.1648
OB01G19690.1_OB06G25490.1	2.7271	0.2321	2.5610	2.2627	0.0851	0.0183	0.9777
OB01G19820.1_OB01G24080.1	1.5082	0.2952	1.7844	1.6082	0.1957	0.0186	0.2605
OB01G19820.1_OB05G13660.1	1.9087	0.1335	1.6357	0.9586	0.0700	0.0113	0.3101
OB01G19820.1_OB07G32490.1	2.1556	0.4553	2.6717	2.1927	0.2112	0.0278	0.4358
OB01G19960.1_OB02G36440.1	1.1979	0.3329	1.7003	1.8930	0.2779	0.0288	0.2231
OB01G19980.1_OB03G46710.1	1.3935	0.3903	1.8442	1.8117	0.2801	0.0309	0.2918
OB01G19980.1_OB03G46720.1	3.7407	0.3557	2.6524	1.6635	0.0951	0.0258	5.2777
OB01G19980.1_OB05G21220.1	1.3077	0.3071	1.5623	1.4040	0.2348	0.0276	0.2908
OB01G20000.1_OB01G20010.1	0.7666	0.3807	1.3916	1.3936	0.4966	0.0428	0.1544
OB01G20090.1_OB01G20080.1	1.6296	0.3251	1.9660	2.1151	0.1995	0.0227	0.5347
OB01G20100.1_OB01G42460.1	4.1775	0.4207	3.7456	1.1864	0.1007	0.0270	7.0413
OB01G20100.1_OB01G52250.1	1.5644	0.3270	1.8657	1.4195	0.2090	0.0212	0.2117
OB01G20100.1_OB02G25900.1	2.9048	0.3831	2.9055	1.2490	0.1319	0.0241	1.2188
OB01G20100.1_OB03G12440.1	4.2190	0.4307	4.0500	1.1330	0.1021	0.0284	7.2374
OB01G20100.1_OB04G17950.1	3.3541	0.3640	3.3959	1.4497	0.1085	0.0236	2.0796
OB01G20100.1_OB05G22050.1	1.7845	0.3497	2.0934	1.6706	0.1959	0.0225	0.2788
OB01G20100.1_OB05G27010.1	1.5743	0.6125	2.6584	3.2760	0.3891	0.0376	0.2056
OB01G20100.1_OB07G31070.1	1.6247	0.3957	2.0736	1.5365	0.2435	0.0244	0.2280
OB01G20140.1_OB01G20150.1	0.0306	0.0074	0.0395	1.7223	0.2425	0.0043	0.0154
OB01G20140.1_OB01G20170.1	0.0924	0.0170	0.1092	2.1029	0.1844	0.0060	0.0257
OB01G20150.1_OB01G20170.1	0.1256	0.0329	0.1745	2.9081	0.2618	0.0084	0.0291
OB01G20180.1_OB01G17840.1	0.1282	0.0638	0.2399	1.4287	0.4980	0.0222	0.0560
OB01G20330.1_OB01G20340.1	1.3156	0.1960	1.0275	2.9596	0.1489	0.0232	0.4840
OB01G20440.1_OB03G19840.1	3.6629	0.4873	2.9659	1.0548	0.1330	0.0347	5.0146
OB01G20440.1_OB03G19850.1	3.8386	0.4006	2.9742	1.1587	0.1044	0.0279	5.6293
OB01G20440.1_OB04G19840.1	3.6912	0.2478	2.1622	1.6222	0.0671	0.0194	5.1088
OB01G20440.1_OB06G25460.1	3.7615	0.4279	2.8537	1.6921	0.1138	0.0292	5.3505
OB01G20440.1_OB06G25470.1	99.0000	0.3814	43.2979	1.4271	0.0039	0.0288	0.0000
OB01G20440.1_OB07G31690.1	3.8334	0.3829	2.9714	1.6381	0.0999	0.0274	5.6100
OB01G20440.1_OB07G31720.1	3.8467	0.4420	3.1745	1.7861	0.1149	0.0308	5.6594
OB01G20440.1_OB07G31740.1	3.8041	0.4744	3.2422	1.9686	0.1247	0.0336	5.5029
OB01G20440.1_OB07G31750.1	3.7319	0.4181	2.7593	1.2880	0.1120	0.0286	5.2474
OB01G20440.1_OB10G10370.1	3.7315	0.4635	2.8376	0.9964	0.1242	0.0306	5.2460
OB01G20440.1_OB10G10380.1	3.9830	0.4520	3.5697	1.6372	0.1135	0.0313	6.1920
OB01G20530.1_OB02G39690.1	3.9974	0.4169	3.5822	1.2083	0.1043	0.0300	6.2509
OB01G20560.1_OB02G12180.1	6.5734	0.3935	5.3504	1.1577	0.0599	0.0383	250.9127
OB01G20560.1_OB03G45510.1	1.4456	0.0123	1.0882	3.0711	0.0085	0.0055	0.4125
OB01G20560.1_OB05G28430.1	3.3124	0.0110	1.5432	0.3456	0.0033	0.0049	3.9868
OB01G20560.1_OB06G11020.1	3.4905	0.3631	2.9138	1.3011	0.1040	0.0354	4.4786
OB01G20560.1_OB07G15550.1	1.1637	0.0254	0.9295	3.0569	0.0218	0.0080	0.2399
OB01G20560.1_OB10G26990.1	3.5005	0.3323	2.8595	0.7999	0.0949	0.0333	4.5080
OB01G20700.1_OB03G31430.1	1.8761	0.3411	2.3255	2.0593	0.1818	0.0276	0.8985
OB01G20740.1_OB05G22000.1	0.7151	0.0041	0.4434	1.0793	0.0057	0.0024	0.1142
OB01G20790.1_OB03G25190.1	3.1451	0.0026	1.4052	2.8465	0.0008	0.0026	3.5762
OB01G20790.1_OB03G40810.1	3.3018	0.2500	2.4335	1.5757	0.0757	0.0303	3.9594
OB01G20790.1_OB05G28630.1	1.5819	0.0122	0.8416	1.6448	0.0077	0.0058	0.8671
OB01G20790.1_OB11G11780.1	99.0000	0.1642	37.5528	1.2009	0.0017	0.0226	0.0000
OB01G20790.1_OB11G23760.1	3.2082	0.3498	2.4321	1.1026	0.1090	0.0374	3.7257
OB01G20790.1_OB12G12100.1	99.0000	0.1627	35.6225	1.0357	0.0016	0.0224	-nan
OB01G20800.1_OB11G11860.1	1.5450	0.3564	1.9785	1.9153	0.2307	0.0238	0.2087
OB01G20800.1_OB11G11900.1	1.6158	0.3583	2.0023	2.2897	0.2218	0.0238	0.2333
OB01G20800.1_OB12G12170.1	1.7251	0.3800	2.0978	1.7015	0.2203	0.0247	0.2722
OB01G20850.1_OB01G43260.1	0.9494	0.3668	1.6042	1.9503	0.3864	0.0301	0.1302
OB01G20960.1_OB08G30890.1	0.1360	0.1121	0.3610	4.8617	0.8240	0.0249	0.0386
OB01G20980.1_OB10G15920.1	1.2551	0.0939	1.1502	2.5833	0.0748	0.0080	0.2032
OB01G21180.1_OB04G11610.1	1.4921	0.1152	1.2683	1.4083	0.0772	0.0079	0.1419
OB01G21210.1_OB05G28500.1	2.8588	0.0905	1.3996	0.5839	0.0317	0.0186	2.9737
OB01G21330.1_OB03G25610.1	2.3033	0.2151	2.2462	1.6719	0.0934	0.0105	0.8256
OB01G21330.1_OB03G26110.1	2.8874	0.4195	3.1195	1.5608	0.1453	0.0160	0.7014
OB01G21440.1_OB01G20800.1	2.5698	0.3074	2.7118	1.7139	0.1196	0.0217	2.5387
OB01G21440.1_OB11G11840.1	1.8861	0.3746	2.3212	1.3419	0.1986	0.0233	0.2959
OB01G21440.1_OB11G11860.1	1.7547	0.3475	2.1410	1.2751	0.1980	0.0218	0.2508
OB01G21440.1_OB11G11900.1	1.7612	0.4137	2.3172	1.6784	0.2349	0.0250	0.2505
OB01G21440.1_OB12G12160.1	2.0420	0.3793	2.4621	1.3718	0.1857	0.0235	0.3595
OB01G21440.1_OB12G12170.1	1.7888	0.3955	2.2906	1.4782	0.2211	0.0241	0.2601
OB01G21440.1_OB12G12180.1	1.8083	0.3433	2.1677	1.2372	0.1898	0.0217	0.2695
OB01G21460.1_OB03G31640.1	1.5020	0.2480	1.7266	2.2156	0.1651	0.0288	0.4692
OB01G21460.1_OB05G28660.1	3.2844	0.5474	3.6654	1.6507	0.1667	0.0512	15.3504
OB01G21470.1_OB01G43330.1	4.0652	0.0954	3.0127	1.3185	0.0235	0.0118	6.5375
OB01G21470.1_OB08G14710.1	4.0269	0.4592	3.6989	1.0905	0.1140	0.0317	6.3741
OB01G21510.1_OB07G29400.1	3.0179	0.1725	2.7855	2.7260	0.0572	0.0197	1.7697
OB01G21580.1_OB11G13770.1	0.7835	0.0407	0.6615	1.4592	0.0520	0.0044	0.0628
OB01G21610.1_OB01G43250.1	3.9961	0.0169	1.8850	0.7338	0.0042	0.0039	6.2455
OB01G21610.1_OB03G36000.1	3.7316	0.0526	1.3523	0.7207	0.0141	0.0068	5.2465
OB01G21610.1_OB05G24380.1	3.7324	0.0127	1.2499	0.7199	0.0034	0.0033	5.2491
OB01G21680.1_OB02G43580.1	3.9236	0.2462	2.8297	1.9303	0.0628	0.0200	5.9539
OB01G21680.1_OB08G23710.1	3.5482	0.3705	2.6514	1.7115	0.1044	0.0308	4.6510
OB01G21680.1_OB09G10670.1	3.8660	0.3473	2.8668	1.9511	0.0898	0.0248	5.7317
OB01G21690.1_OB01G19530.1	1.9628	0.1758	1.0728	1.1935	0.0896	0.0191	0.7764
OB01G21690.1_OB01G53210.1	1.5229	0.1602	0.8876	1.3779	0.1052	0.0181	2.1931
OB01G21690.1_OB01G53220.1	1.4233	0.2017	0.9923	1.8002	0.1417	0.0208	0.3875
OB01G21690.1_OB02G25080.1	3.6379	0.4051	3.1461	1.7722	0.1113	0.0351	4.9332
OB01G21690.1_OB05G18540.1	1.3635	0.2222	1.0561	1.4848	0.1630	0.0222	0.3476
OB01G21690.1_OB08G15180.1	3.7237	0.3640	3.3417	1.7808	0.0977	0.0330	5.2192
OB01G21690.1_OB08G15190.1	3.7433	0.3762	3.4323	1.7251	0.1005	0.0338	5.2869
OB01G21690.1_OB08G15210.1	3.7293	0.3601	3.3532	1.6677	0.0965	0.0328	5.2384
OB01G21690.1_OB08G15220.1	3.7491	0.4369	3.6159	1.5730	0.1165	0.0381	5.3073
OB01G21690.1_OB08G15230.1	3.5213	0.3874	3.2277	1.6247	0.1100	0.0391	4.5698
OB01G21690.1_OB08G15240.1	3.7354	0.4096	3.4910	1.5081	0.1097	0.0360	5.2596
OB01G21690.1_OB08G15250.1	3.6842	0.4114	3.3035	1.2991	0.1117	0.0357	5.0852
OB01G21690.1_OB08G15260.1	3.6690	0.4183	3.2690	1.7920	0.1140	0.0361	5.0348
OB01G21690.1_OB08G15270.1	3.6885	0.4169	3.3312	1.3198	0.1130	0.0361	5.0997
OB01G21690.1_OB08G15280.1	3.6661	0.4250	3.2755	1.7528	0.1159	0.0365	5.0252
OB01G21690.1_OB08G15290.1	3.6791	0.3857	3.2160	1.7466	0.1048	0.0339	5.0685
OB01G21690.1_OB08G17330.1	1.0399	0.1879	0.7879	1.9264	0.1807	0.0198	0.2646
OB01G21720.1_OB05G12630.1	0.7529	0.1490	0.9260	2.8761	0.1980	0.0137	0.0990
OB01G21850.1_OB01G21860.1	1.1091	0.1900	0.8918	1.5555	0.1713	0.0320	0.6918
OB01G21920.1_OB01G28240.1	1.6267	0.3422	2.0920	2.1257	0.2103	0.0138	0.1301
OB01G21920.1_OB01G28450.1	1.7020	0.3838	2.2324	2.1010	0.2255	0.0150	0.1443
OB01G21920.1_OB01G36690.1	1.5682	0.3778	2.1149	2.2437	0.2409	0.0146	0.1799
OB01G21920.1_OB01G36720.1	1.6922	0.3793	2.2236	2.1181	0.2241	0.0146	0.2258
OB01G21920.1_OB01G36750.1	1.7301	0.3301	2.1279	1.7688	0.1908	0.0131	0.1471
OB01G21920.1_OB05G32140.1	1.9311	0.3411	2.3166	1.5997	0.1766	0.0135	0.1902
OB01G21950.1_OB05G18520.1	3.7790	0.3064	2.6815	1.7916	0.0811	0.0238	5.4126
OB01G22020.1_OB01G23310.1	3.5291	0.0510	1.1364	3.3123	0.0145	0.0071	4.5934
OB01G22020.1_OB05G12390.1	1.5222	0.0363	1.0926	4.9742	0.0238	0.0064	0.2248
OB01G22060.1_OB05G12300.1	3.4578	0.2485	1.6944	1.5476	0.0719	0.0188	4.3837
OB01G22070.1_OB01G22060.1	3.5601	0.3521	2.1339	1.3032	0.0989	0.0238	4.6874
OB01G22070.1_OB05G12300.1	3.4986	0.4065	2.1876	1.4487	0.1162	0.0265	4.5025
OB01G22080.1_OB01G22060.1	3.3433	0.1639	1.2916	1.9867	0.0490	0.0144	4.0679
OB01G22080.1_OB01G22070.1	3.4320	0.3434	1.9072	1.3430	0.1000	0.0232	4.3104
OB01G22080.1_OB05G12300.1	2.6994	0.2328	1.3141	1.5003	0.0862	0.0179	1.7633
OB01G22100.1_OB01G24470.1	3.7689	0.5506	3.1096	1.5558	0.1461	0.0349	5.3767
OB01G22150.1_OB01G16760.1	4.3619	0.2477	3.9764	1.8397	0.0568	0.0185	7.9558
OB01G22160.1_OB05G18460.1	3.6950	0.2773	1.9816	1.6917	0.0750	0.0185	5.1216
OB01G22200.1_OB01G22220.1	3.1399	0.2459	2.0618	1.9624	0.0783	0.0192	146.6638
OB01G22210.1_OB07G14450.1	3.6850	0.3231	1.8993	1.2203	0.0877	0.0185	5.0881
OB01G22210.1_OB12G19020.1	3.8731	0.4159	2.4285	1.7461	0.1074	0.0222	5.7587
OB01G22210.1_OB12G26920.1	99.0000	0.4116	32.7435	1.5960	0.0042	0.0224	0.0000
OB01G22230.1_OB05G12230.1	3.6712	0.4045	2.6538	1.4684	0.1102	0.0286	5.0420
OB01G22270.1_OB10G11780.1	0.4372	0.0556	0.3956	0.6984	0.1272	0.0153	0.1100
OB01G22280.1_OB05G12170.1	1.3104	0.2921	1.5745	1.4715	0.2229	0.0269	0.2172
OB01G22340.1_OB01G23250.1	1.5559	0.2523	1.7270	1.8327	0.1621	0.0171	0.1955
OB01G22380.1_OB06G23010.1	0.5779	0.2143	0.8945	2.1356	0.3709	0.0188	0.0779
OB01G22490.1_OB01G34560.1	3.4301	0.3124	1.9886	1.3751	0.0911	0.0236	4.2273
OB01G22500.1_OB05G21050.1	1.3355	0.1837	1.3719	1.9748	0.1375	0.0101	0.1944
OB01G22570.1_OB10G10810.1	1.0419	0.1323	1.1100	2.5200	0.1270	0.0084	0.1019
OB01G22590.1_OB05G31310.1	5.2144	0.2835	4.1522	1.4653	0.0544	0.0185	25.1529
OB01G22620.1_OB03G24400.1	1.8318	0.2575	2.0148	1.4784	0.1406	0.0420	1.2437
OB01G22620.1_OB12G19090.1	1.4595	0.3353	1.9262	1.8194	0.2297	0.0508	0.5383
OB01G22710.1_OB07G16460.1	2.7592	0.4190	2.9873	1.6634	0.1519	0.0335	1.2593
OB01G22790.1_OB05G21270.1	0.9317	0.1226	0.9271	1.7083	0.1316	0.0073	0.0846
OB01G22800.1_OB12G24750.1	0.4366	0.1599	0.6264	2.5957	0.3662	0.0188	0.0863
OB01G22840.1_OB01G24350.1	2.3070	0.3633	2.5547	1.8179	0.1575	0.0167	0.3830
OB01G22850.1_OB04G26370.1	3.0016	0.3774	2.2580	1.1048	0.1257	0.0258	2.0141
OB01G22850.1_OB06G29490.1	3.7201	0.4269	2.7168	1.2559	0.1148	0.0286	5.2067
OB01G22870.1_OB05G21340.1	1.4520	0.1561	0.8999	1.5957	0.1075	0.0116	0.2540
OB01G22900.1_OB02G38490.1	3.7044	0.3064	2.1550	0.8830	0.0827	0.0206	5.1532
OB01G22900.1_OB08G11230.1	3.7698	0.2669	1.8878	0.9070	0.0708	0.0165	5.3798
OB01G23000.1_OB01G45280.1	3.9277	0.1122	2.8114	0.9482	0.0286	0.0136	5.9699
OB01G23000.1_OB03G22560.1	1.4964	0.2745	1.7040	1.9140	0.1834	0.0236	0.2417
OB01G23000.1_OB05G21480.1	2.2460	0.2558	1.9940	1.4806	0.1139	0.0212	2.0748
OB01G23000.1_OB07G31480.1	3.7970	0.0731	2.2276	2.5581	0.0192	0.0105	5.4771
OB01G23110.1_OB02G36400.1	4.1761	0.4618	3.8928	1.4232	0.1106	0.0293	7.0346
OB01G23110.1_OB05G10870.1	4.1949	0.4997	3.8848	1.1786	0.1191	0.0301	7.1227
OB01G23110.1_OB07G28970.1	4.1870	0.3654	3.5978	1.3668	0.0873	0.0240	7.0855
OB01G23310.1_OB05G12390.1	3.9483	0.0350	2.0253	1.6965	0.0089	0.0061	6.0517
OB01G23350.1_OB01G28350.1	1.7196	0.4791	2.3935	2.0840	0.2786	0.0688	1.1493
OB01G23350.1_OB02G23720.1	1.0926	0.4515	1.8922	2.9274	0.4132	0.0665	0.3627
OB01G23350.1_OB07G18660.1	1.1851	0.3593	1.7539	2.7350	0.3032	0.0560	0.4005
OB01G23350.1_OB11G15700.1	0.8090	0.4175	1.5736	2.8044	0.5161	0.0626	0.1982
OB01G23350.1_OB12G16590.1	0.9788	0.4135	1.7007	2.6045	0.4225	0.0633	0.3058
OB01G23390.1_OB01G23410.1	0.9669	0.2346	0.9401	2.1899	0.2426	0.0179	0.1710
OB01G23390.1_OB03G11640.1	3.6899	0.4591	2.7517	1.2600	0.1244	0.0305	5.1044
OB01G23390.1_OB05G12370.1	2.6596	0.3822	1.8978	1.0953	0.1437	0.0257	1.4742
OB01G23390.1_OB05G12380.1	3.4192	0.4137	2.2371	1.8603	0.1210	0.0273	4.0004
OB01G23410.1_OB05G12370.1	1.2039	0.3587	1.3593	1.5354	0.2979	0.0247	0.2680
OB01G23410.1_OB05G12380.1	3.5909	0.4494	2.5122	1.6247	0.1251	0.0295	4.7832
OB01G23420.1_OB01G23390.1	3.3969	0.3072	1.7866	2.1164	0.0904	0.0218	4.2126
OB01G23420.1_OB01G23410.1	3.5194	0.3314	2.0549	1.5263	0.0942	0.0233	4.5643
OB01G23420.1_OB03G11640.1	99.0000	0.4144	39.2640	1.5964	0.0042	0.0288	-nan
