gene1	gene2	spacer_genes
OB09G22050.1	OB09G22090.1	3
OB09G22090.1	OB09G22130.1	3
OB09G22270.1	OB09G22280.1	0
OB09G22720.1	OB09G22730.1	0
OB09G22720.1	OB09G22740.1	1
OB09G22730.1	OB09G22740.1	0
OB09G23170.1	OB09G23180.1	0
OB09G23210.1	OB09G23230.1	1
OB09G23210.1	OB09G23240.1	2
OB09G24020.1	OB09G24130.1	9
OB09G24360.1	OB09G24370.1	0
OB09G24920.1	OB09G24930.1	0
OB09G24920.1	OB09G24970.1	4
OB09G24920.1	OB09G24990.1	6
OB09G24920.1	OB09G25010.1	8
OB09G24920.1	OB09G25020.1	9
OB09G24930.1	OB09G24970.1	3
OB09G24930.1	OB09G24990.1	5
OB09G24930.1	OB09G25010.1	7
OB09G24930.1	OB09G25020.1	8
OB09G24930.1	OB09G25040.1	10
OB09G24940.1	OB09G24980.1	3
OB09G24970.1	OB09G24990.1	1
OB09G24970.1	OB09G25010.1	3
OB09G24970.1	OB09G25020.1	4
OB09G24970.1	OB09G25040.1	6
OB09G24970.1	OB09G25050.1	7
OB09G24970.1	OB09G25060.1	8
OB09G24970.1	OB09G25070.1	9
OB09G24980.1	OB09G25080.1	9
OB09G24990.1	OB09G25010.1	1
OB09G24990.1	OB09G25020.1	2
OB09G24990.1	OB09G25040.1	4
OB09G24990.1	OB09G25050.1	5
OB09G24990.1	OB09G25060.1	6
OB09G24990.1	OB09G25070.1	7
OB09G24990.1	OB09G25100.1	10
OB09G25010.1	OB09G25020.1	0
OB09G25010.1	OB09G25040.1	2
OB09G25010.1	OB09G25050.1	3
OB09G25010.1	OB09G25060.1	4
OB09G25010.1	OB09G25070.1	5
OB09G25010.1	OB09G25100.1	8
OB09G25010.1	OB09G25110.1	9
OB09G25020.1	OB09G25040.1	1
OB09G25020.1	OB09G25050.1	2
OB09G25020.1	OB09G25060.1	3
OB09G25020.1	OB09G25070.1	4
OB09G25020.1	OB09G25100.1	7
OB09G25020.1	OB09G25110.1	8
OB09G25040.1	OB09G25050.1	0
OB09G25040.1	OB09G25060.1	1
OB09G25040.1	OB09G25070.1	2
OB09G25040.1	OB09G25100.1	5
OB09G25040.1	OB09G25110.1	6
OB09G25040.1	OB09G25130.1	9
OB09G25040.1	OB09G25150.1	10
OB09G25050.1	OB09G25060.1	0
OB09G25050.1	OB09G25070.1	1
OB09G25050.1	OB09G25100.1	4
OB09G25050.1	OB09G25110.1	5
OB09G25050.1	OB09G25130.1	8
OB09G25050.1	OB09G25150.1	9
OB09G25060.1	OB09G25070.1	0
OB09G25060.1	OB09G25100.1	3
OB09G25060.1	OB09G25110.1	4
OB09G25060.1	OB09G25130.1	7
OB09G25060.1	OB09G25150.1	8
OB09G25070.1	OB09G25100.1	2
OB09G25070.1	OB09G25110.1	3
OB09G25070.1	OB09G25130.1	6
OB09G25070.1	OB09G25150.1	7
OB09G25070.1	OB09G25160.1	8
OB09G25080.1	OB09G25140.1	3
OB09G25080.1	OB09G25170.1	8
OB09G25080.1	OB09G25180.1	9
OB09G25100.1	OB09G25110.1	0
OB09G25100.1	OB09G25130.1	3
OB09G25100.1	OB09G25150.1	4
OB09G25100.1	OB09G25190.1	8
OB09G25100.1	OB09G25200.1	9
OB09G25100.1	OB09G25210.1	10
OB09G25110.1	OB09G25130.1	2
OB09G25110.1	OB09G25150.1	3
OB09G25110.1	OB09G25190.1	7
OB09G25110.1	OB09G25200.1	8
OB09G25110.1	OB09G25210.1	9
OB09G25130.1	OB09G25150.1	0
OB09G25130.1	OB09G25190.1	4
OB09G25130.1	OB09G25200.1	5
OB09G25130.1	OB09G25210.1	6
OB09G25140.1	OB09G25180.1	5
OB09G25150.1	OB09G25190.1	3
OB09G25150.1	OB09G25200.1	4
OB09G25150.1	OB09G25210.1	5
OB09G25190.1	OB09G25200.1	0
OB09G25190.1	OB09G25210.1	1
OB09G25200.1	OB09G25210.1	0
OB09G25280.1	OB09G25300.1	1
OB09G25300.1	OB09G25420.1	9
OB09G25440.1	OB09G25470.1	2
OB09G25440.1	OB09G25490.1	4
OB09G25470.1	OB09G25490.1	1
OB09G25570.1	OB09G25590.1	1
OB09G25710.1	OB09G25720.1	0
OB09G26210.1	OB09G26220.1	0
OB09G26250.1	OB09G26260.1	0
OB09G26250.1	OB09G26270.1	1
OB09G26250.1	OB09G26310.1	5
OB09G26260.1	OB09G26270.1	0
OB09G26260.1	OB09G26310.1	4
OB09G26270.1	OB09G26310.1	3
OB09G26320.1	OB09G26390.1	5
OB09G26390.1	OB09G26410.1	1
OB09G26390.1	OB09G26460.1	6
OB09G26390.1	OB09G26470.1	7
OB09G26390.1	OB09G26490.1	9
OB09G26410.1	OB09G26450.1	2
OB09G26410.1	OB09G26460.1	4
OB09G26410.1	OB09G26470.1	5
OB09G26410.1	OB09G26480.1	6
OB09G26410.1	OB09G26490.1	7
OB09G26450.1	OB09G26460.1	1
OB09G26450.1	OB09G26470.1	2
OB09G26450.1	OB09G26480.1	3
OB09G26450.1	OB09G26490.1	4
OB09G26460.1	OB09G26470.1	0
OB09G26460.1	OB09G26480.1	1
OB09G26460.1	OB09G26490.1	2
OB09G26470.1	OB09G26480.1	0
OB09G26470.1	OB09G26490.1	1
OB09G26480.1	OB09G26490.1	0
OB09G26610.1	OB09G26640.1	2
OB09G26840.1	OB09G26860.1	1
OB09G26850.1	OB09G26860.1	0
OB09G26940.1	OB09G26960.1	1
OB09G26960.1	OB09G26980.1	1
OB10G10330.1	OB10G10340.1	0
OB10G10370.1	OB10G10380.1	0
OB10G10390.1	OB10G10400.1	0
OB10G10390.1	OB10G10410.1	1
OB10G10390.1	OB10G10440.1	4
OB10G10400.1	OB10G10410.1	0
OB10G10400.1	OB10G10440.1	3
OB10G10410.1	OB10G10440.1	2
OB10G10410.1	OB10G10520.1	10
OB10G10440.1	OB10G10520.1	7
OB10G10440.1	OB10G10550.1	10
OB10G10450.1	OB10G10490.1	3
OB10G10450.1	OB10G10510.1	5
OB10G10460.1	OB10G10500.1	3
OB10G10490.1	OB10G10510.1	1
OB10G10520.1	OB10G10550.1	2
OB10G10580.1	OB10G10590.1	0
OB10G10580.1	OB10G10620.1	3
OB10G10590.1	OB10G10620.1	2
OB10G10600.1	OB10G10610.1	0
OB10G10780.1	OB10G10790.1	0
OB10G10780.1	OB10G10800.1	1
OB10G10780.1	OB10G10840.1	5
OB10G10790.1	OB10G10800.1	0
OB10G10790.1	OB10G10840.1	4
OB10G10800.1	OB10G10840.1	3
OB10G10860.1	OB10G10970.1	10
OB10G10870.1	OB10G10930.1	5
OB10G10870.1	OB10G10980.1	10
OB10G10930.1	OB10G10980.1	4
OB10G10930.1	OB10G10990.1	5
OB10G11010.1	OB10G11020.1	0
OB10G11070.1	OB10G11090.1	0
OB10G11070.1	OB10G11100.1	1
OB10G11070.1	OB10G11120.1	3
OB10G11070.1	OB10G11130.1	4
OB10G11070.1	OB10G11140.1	5
OB10G11070.1	OB10G11150.1	6
OB10G11070.1	OB10G11170.1	8
OB10G11070.1	OB10G11190.1	10
OB10G11090.1	OB10G11100.1	0
OB10G11090.1	OB10G11120.1	2
OB10G11090.1	OB10G11130.1	3
OB10G11090.1	OB10G11140.1	4
OB10G11090.1	OB10G11150.1	5
OB10G11090.1	OB10G11170.1	7
OB10G11090.1	OB10G11190.1	9
OB10G11090.1	OB10G11200.1	10
OB10G11100.1	OB10G11120.1	1
OB10G11100.1	OB10G11130.1	2
OB10G11100.1	OB10G11140.1	3
OB10G11100.1	OB10G11150.1	4
OB10G11100.1	OB10G11170.1	6
OB10G11100.1	OB10G11190.1	8
OB10G11100.1	OB10G11200.1	9
OB10G11120.1	OB10G11130.1	0
OB10G11120.1	OB10G11140.1	1
OB10G11120.1	OB10G11150.1	2
OB10G11120.1	OB10G11170.1	4
OB10G11120.1	OB10G11190.1	6
OB10G11120.1	OB10G11200.1	7
OB10G11130.1	OB10G11140.1	0
OB10G11130.1	OB10G11150.1	1
OB10G11130.1	OB10G11170.1	3
OB10G11130.1	OB10G11190.1	5
OB10G11130.1	OB10G11200.1	6
OB10G11140.1	OB10G11150.1	0
OB10G11140.1	OB10G11170.1	2
OB10G11140.1	OB10G11190.1	4
OB10G11140.1	OB10G11200.1	5
OB10G11150.1	OB10G11170.1	1
OB10G11150.1	OB10G11190.1	3
OB10G11150.1	OB10G11200.1	4
OB10G11160.1	OB10G11180.1	1
OB10G11170.1	OB10G11190.1	1
OB10G11170.1	OB10G11200.1	2
OB10G11190.1	OB10G11200.1	0
OB10G11270.1	OB10G11280.1	0
OB10G11300.1	OB10G11320.1	1
OB10G11390.1	OB10G11470.1	6
OB10G11520.1	OB10G11540.1	1
OB10G11570.1	OB10G11590.1	1
OB10G11570.1	OB10G11600.1	2
OB10G11590.1	OB10G11600.1	0
OB10G11590.1	OB10G11610.1	1
OB10G11720.1	OB10G11750.1	2
OB10G11720.1	OB10G11800.1	7
OB10G11720.1	OB10G11810.1	8
OB10G11720.1	OB10G11820.1	9
OB10G11750.1	OB10G11800.1	4
OB10G11750.1	OB10G11810.1	5
OB10G11750.1	OB10G11820.1	6
OB10G11800.1	OB10G11810.1	0
OB10G11800.1	OB10G11820.1	1
OB10G11810.1	OB10G11820.1	0
OB10G11830.1	OB10G11940.1	10
OB10G11910.1	OB10G11920.1	0
OB10G12100.1	OB10G12110.1	0
OB10G12130.1	OB10G12170.1	3
OB10G12410.1	OB10G12510.1	9
OB10G12510.1	OB10G12560.1	4
OB10G12530.1	OB10G12590.1	5
OB10G12610.1	OB10G12620.1	0
OB10G12640.1	OB10G12700.1	5
OB10G12640.1	OB10G12720.1	7
OB10G12700.1	OB10G12720.1	1
OB10G12820.1	OB10G12840.1	1
OB10G12980.1	OB10G12990.1	0
OB10G12980.1	OB10G13010.1	2
OB10G12990.1	OB10G13010.1	1
OB10G12990.1	OB10G13030.1	3
OB10G13010.1	OB10G13030.1	1
OB10G13190.1	OB10G13200.1	0
OB10G14410.1	OB10G14460.1	4
OB10G14570.1	OB10G14580.1	0
OB10G14820.1	OB10G14910.1	8
OB10G14910.1	OB10G14920.1	0
OB10G15080.1	OB10G15090.1	0
OB10G15080.1	OB10G15100.1	1
OB10G15080.1	OB10G15110.1	2
OB10G15090.1	OB10G15100.1	0
OB10G15090.1	OB10G15110.1	1
OB10G15100.1	OB10G15110.1	0
OB10G15100.1	OB10G15140.1	3
OB10G15110.1	OB10G15140.1	2
OB10G15120.1	OB10G15140.1	1
OB10G15210.1	OB10G15230.1	1
OB10G15300.1	OB10G15310.1	0
OB10G15440.1	OB10G15450.1	0
OB10G15770.1	OB10G15830.1	5
OB10G15970.1	OB10G15990.1	1
OB10G16570.1	OB10G16580.1	0
OB10G16760.1	OB10G16780.1	1
OB10G16760.1	OB10G16820.1	4
OB10G16760.1	OB10G16830.1	5
OB10G16780.1	OB10G16820.1	2
OB10G16780.1	OB10G16830.1	3
OB10G16780.1	OB10G16850.1	5
OB10G16820.1	OB10G16830.1	0
OB10G17060.1	OB10G17080.1	1
OB10G17210.1	OB10G17240.1	2
OB10G17680.1	OB10G17690.1	0
OB10G17830.1	OB10G17840.1	1
OB10G17870.1	OB10G17910.1	3
OB10G17870.1	OB10G17920.1	4
OB10G17910.1	OB10G17920.1	0
OB10G18290.1	OB10G18300.1	0
OB10G18290.1	OB10G18310.1	1
OB10G18290.1	OB10G18350.1	5
OB10G18300.1	OB10G18310.1	0
OB10G18300.1	OB10G18350.1	4
OB10G18310.1	OB10G18350.1	3
OB10G18630.1	OB10G18640.1	0
OB10G18670.1	OB10G18680.1	0
OB10G18670.1	OB10G18690.1	1
OB10G18680.1	OB10G18690.1	0
OB10G18710.1	OB10G18720.1	0
OB10G18770.1	OB10G18780.1	0
OB10G18910.1	OB10G18920.1	0
OB10G19100.1	OB10G19110.1	0
OB10G19100.1	OB10G19120.1	1
OB10G19100.1	OB10G19130.1	2
OB10G19110.1	OB10G19120.1	0
OB10G19110.1	OB10G19130.1	1
OB10G19120.1	OB10G19130.1	0
OB10G19210.1	OB10G19220.1	0
OB10G19210.1	OB10G19290.1	7
OB10G19300.1	OB10G19310.1	0
OB10G19330.1	OB10G19350.1	1
OB10G19360.1	OB10G19370.1	0
OB10G19360.1	OB10G19380.1	1
OB10G19360.1	OB10G19390.1	2
OB10G19360.1	OB10G19400.1	3
OB10G19370.1	OB10G19390.1	1
OB10G19370.1	OB10G19400.1	2
OB10G19380.1	OB10G19390.1	0
OB10G19380.1	OB10G19400.1	1
OB10G19390.1	OB10G19400.1	0
OB10G19600.1	OB10G19630.1	2
OB10G19650.1	OB10G19660.1	0
OB10G19810.1	OB10G19820.1	0
OB10G20010.1	OB10G20040.1	2
OB10G20010.1	OB10G20050.1	3
OB10G20040.1	OB10G20050.1	0
OB10G20090.1	OB10G20100.1	0
OB10G20110.1	OB10G20130.1	1
OB10G20690.1	OB10G20720.1	2
OB10G20690.1	OB10G20730.1	3
OB10G20720.1	OB10G20730.1	0
OB10G20810.1	OB10G20850.1	1
OB10G21260.1	OB10G21270.1	0
OB10G21720.1	OB10G21740.1	1
OB10G21720.1	OB10G21750.1	2
OB10G21720.1	OB10G21760.1	3
OB10G21740.1	OB10G21750.1	0
OB10G21740.1	OB10G21760.1	1
OB10G21750.1	OB10G21760.1	0
OB10G22600.1	OB10G22620.1	1
OB10G22630.1	OB10G22650.1	0
OB10G22790.1	OB10G22800.1	0
OB10G22790.1	OB10G22820.1	2
OB10G22790.1	OB10G22830.1	3
OB10G22790.1	OB10G22840.1	4
OB10G22800.1	OB10G22820.1	1
OB10G22800.1	OB10G22830.1	2
OB10G22800.1	OB10G22840.1	3
OB10G22820.1	OB10G22830.1	0
OB10G22820.1	OB10G22840.1	1
OB10G22830.1	OB10G22840.1	0
OB10G23100.1	OB10G23110.1	0
OB10G23180.1	OB10G23190.1	0
OB10G23200.1	OB10G23210.1	0
OB10G23290.1	OB10G23310.1	1
OB10G23460.1	OB10G23470.1	0
OB10G23460.1	OB10G23490.1	2
OB10G23470.1	OB10G23490.1	1
OB10G23500.1	OB10G23510.1	1
OB10G23500.1	OB10G23520.1	2
OB10G23500.1	OB10G23530.1	3
OB10G23500.1	OB10G23540.1	5
OB10G23500.1	OB10G23550.1	0
OB10G23500.1	OB10G23570.1	7
OB10G23500.1	OB10G23580.1	4
OB10G23500.1	OB10G23600.1	9
OB10G23500.1	OB10G23610.1	10
OB10G23510.1	OB10G23520.1	0
OB10G23510.1	OB10G23530.1	1
OB10G23510.1	OB10G23540.1	3
OB10G23510.1	OB10G23550.1	0
OB10G23510.1	OB10G23570.1	5
OB10G23510.1	OB10G23580.1	2
OB10G23510.1	OB10G23600.1	7
OB10G23510.1	OB10G23610.1	8
OB10G23510.1	OB10G23630.1	10
OB10G23520.1	OB10G23530.1	0
OB10G23520.1	OB10G23540.1	2
OB10G23520.1	OB10G23550.1	1
OB10G23520.1	OB10G23570.1	4
OB10G23520.1	OB10G23580.1	1
OB10G23520.1	OB10G23600.1	6
OB10G23520.1	OB10G23610.1	7
OB10G23520.1	OB10G23620.1	8
OB10G23520.1	OB10G23630.1	9
OB10G23520.1	OB10G23640.1	10
OB10G23530.1	OB10G23540.1	1
OB10G23530.1	OB10G23550.1	2
OB10G23530.1	OB10G23570.1	3
OB10G23530.1	OB10G23580.1	0
OB10G23530.1	OB10G23600.1	5
OB10G23530.1	OB10G23610.1	6
OB10G23530.1	OB10G23630.1	8
OB10G23530.1	OB10G23640.1	9
OB10G23530.1	OB10G23650.1	10
OB10G23540.1	OB10G23550.1	4
OB10G23540.1	OB10G23570.1	1
OB10G23540.1	OB10G23580.1	0
OB10G23540.1	OB10G23600.1	3
OB10G23540.1	OB10G23610.1	4
OB10G23540.1	OB10G23630.1	6
OB10G23540.1	OB10G23640.1	7
OB10G23540.1	OB10G23650.1	8
OB10G23540.1	OB10G23660.1	9
OB10G23550.1	OB10G23570.1	6
OB10G23550.1	OB10G23580.1	3
OB10G23550.1	OB10G23600.1	8
OB10G23550.1	OB10G23610.1	9
OB10G23570.1	OB10G23580.1	2
OB10G23570.1	OB10G23590.1	0
OB10G23570.1	OB10G23600.1	1
OB10G23570.1	OB10G23610.1	2
OB10G23570.1	OB10G23630.1	4
OB10G23570.1	OB10G23640.1	5
OB10G23570.1	OB10G23650.1	6
OB10G23570.1	OB10G23660.1	7
OB10G23570.1	OB10G23680.1	9
OB10G23580.1	OB10G23600.1	4
OB10G23580.1	OB10G23610.1	5
OB10G23580.1	OB10G23630.1	7
OB10G23580.1	OB10G23640.1	8
OB10G23580.1	OB10G23650.1	9
OB10G23580.1	OB10G23660.1	10
OB10G23600.1	OB10G23610.1	0
OB10G23600.1	OB10G23630.1	2
OB10G23600.1	OB10G23640.1	3
OB10G23600.1	OB10G23650.1	4
OB10G23600.1	OB10G23660.1	5
OB10G23600.1	OB10G23680.1	7
OB10G23600.1	OB10G23700.1	9
OB10G23600.1	OB10G23710.1	10
OB10G23610.1	OB10G23630.1	1
OB10G23610.1	OB10G23640.1	2
OB10G23610.1	OB10G23650.1	3
OB10G23610.1	OB10G23660.1	4
OB10G23610.1	OB10G23680.1	6
OB10G23610.1	OB10G23700.1	8
OB10G23610.1	OB10G23710.1	9
OB10G23630.1	OB10G23640.1	0
OB10G23630.1	OB10G23650.1	1
OB10G23630.1	OB10G23660.1	2
OB10G23630.1	OB10G23680.1	4
OB10G23630.1	OB10G23700.1	6
OB10G23630.1	OB10G23710.1	7
OB10G23640.1	OB10G23650.1	0
OB10G23640.1	OB10G23660.1	1
OB10G23640.1	OB10G23680.1	3
OB10G23640.1	OB10G23700.1	5
OB10G23640.1	OB10G23710.1	6
OB10G23650.1	OB10G23660.1	0
OB10G23650.1	OB10G23680.1	2
OB10G23650.1	OB10G23700.1	4
OB10G23650.1	OB10G23710.1	5
OB10G23660.1	OB10G23680.1	1
OB10G23660.1	OB10G23700.1	3
OB10G23660.1	OB10G23710.1	4
OB10G23670.1	OB10G23690.1	1
OB10G23680.1	OB10G23700.1	1
OB10G23680.1	OB10G23710.1	2
OB10G23700.1	OB10G23710.1	0
OB10G24070.1	OB10G24090.1	1
OB10G24150.1	OB10G24160.1	0
OB10G24150.1	OB10G24170.1	1
OB10G24150.1	OB10G24180.1	2
OB10G24150.1	OB10G24190.1	3
OB10G24150.1	OB10G24200.1	4
OB10G24150.1	OB10G24220.1	6
OB10G24160.1	OB10G24170.1	0
OB10G24160.1	OB10G24180.1	1
OB10G24160.1	OB10G24190.1	2
OB10G24160.1	OB10G24200.1	3
OB10G24160.1	OB10G24220.1	5
OB10G24170.1	OB10G24180.1	0
OB10G24170.1	OB10G24190.1	1
OB10G24170.1	OB10G24200.1	2
OB10G24170.1	OB10G24220.1	4
OB10G24180.1	OB10G24190.1	0
OB10G24180.1	OB10G24200.1	1
OB10G24180.1	OB10G24220.1	3
OB10G24190.1	OB10G24200.1	0
OB10G24190.1	OB10G24220.1	2
OB10G24200.1	OB10G24220.1	1
OB10G25020.1	OB10G25070.1	4
OB10G25020.1	OB10G25110.1	8
OB10G25030.1	OB10G25060.1	2
OB10G25030.1	OB10G25070.1	3
OB10G25030.1	OB10G25100.1	6
OB10G25030.1	OB10G25110.1	7
OB10G25040.1	OB10G25060.1	1
OB10G25040.1	OB10G25100.1	5
OB10G25060.1	OB10G25070.1	0
OB10G25060.1	OB10G25100.1	3
OB10G25060.1	OB10G25110.1	4
OB10G25100.1	OB10G25110.1	0
OB10G25150.1	OB10G25220.1	6
OB10G25280.1	OB10G25290.1	0
OB10G25280.1	OB10G25300.1	1
OB10G25290.1	OB10G25300.1	0
OB10G25380.1	OB10G25390.1	0
OB10G25430.1	OB10G25440.1	0
OB10G25430.1	OB10G25460.1	2
OB10G25440.1	OB10G25460.1	1
OB10G26160.1	OB10G26190.1	2
OB10G26280.1	OB10G26290.1	0
OB10G26280.1	OB10G26300.1	1
OB10G26290.1	OB10G26300.1	0
OB10G26480.1	OB10G26490.1	0
OB10G26960.1	OB10G26980.1	1
OB11G10100.1	OB11G10210.1	10
OB11G10460.1	OB11G10490.1	2
OB11G10660.1	OB11G10670.1	0
OB11G10660.1	OB11G10690.1	2
OB11G10670.1	OB11G10690.1	3
OB11G10780.1	OB11G10790.1	0
OB11G10800.1	OB11G10830.1	2
OB11G10940.1	OB11G10950.1	0
OB11G11020.1	OB11G11050.1	2
OB11G11210.1	OB11G11220.1	0
OB11G11480.1	OB11G11500.1	1
OB11G11560.1	OB11G11580.1	1
OB11G11840.1	OB11G11860.1	1
OB11G11840.1	OB11G11900.1	5
OB11G11860.1	OB11G11900.1	3
OB11G11880.1	OB11G11890.1	0
OB11G12670.1	OB11G12680.1	0
OB11G12780.1	OB11G12790.1	0
OB11G13320.1	OB11G13330.1	0
OB11G13320.1	OB11G13350.1	2
OB11G13320.1	OB11G13360.1	3
OB11G13330.1	OB11G13350.1	1
OB11G13330.1	OB11G13360.1	2
OB11G13350.1	OB11G13360.1	0
OB11G13710.1	OB11G13740.1	2
OB11G13710.1	OB11G13760.1	4
OB11G13740.1	OB11G13760.1	1
OB11G13940.1	OB11G13960.1	1
OB11G13950.1	OB11G13970.1	1
OB11G13980.1	OB11G14010.1	2
OB11G13980.1	OB11G14030.1	4
OB11G14010.1	OB11G14030.1	1
OB11G14230.1	OB11G14320.1	8
OB11G14250.1	OB11G14260.1	0
OB11G14460.1	OB11G14470.1	0
OB11G14460.1	OB11G14480.1	1
OB11G14460.1	OB11G14490.1	2
OB11G14470.1	OB11G14480.1	0
OB11G14470.1	OB11G14490.1	1
OB11G14480.1	OB11G14490.1	0
OB11G14750.1	OB11G14780.1	1
OB11G14750.1	OB11G14790.1	2
OB11G14750.1	OB11G14800.1	3
OB11G14780.1	OB11G14790.1	0
OB11G14780.1	OB11G14800.1	1
OB11G14790.1	OB11G14800.1	0
OB11G14820.1	OB11G14830.1	0
OB11G14820.1	OB11G14850.1	2
OB11G14830.1	OB11G14850.1	1
OB11G14930.1	OB11G14940.1	0
OB11G14950.1	OB11G14990.1	3
OB11G15050.1	OB11G15060.1	0
OB11G15070.1	OB11G15080.1	0
OB11G15070.1	OB11G15090.1	1
OB11G15080.1	OB11G15090.1	0
OB11G15100.1	OB11G15120.1	1
OB11G15100.1	OB11G15130.1	2
OB11G15100.1	OB11G15170.1	6
OB11G15100.1	OB11G15210.1	10
OB11G15120.1	OB11G15130.1	0
OB11G15120.1	OB11G15170.1	4
OB11G15120.1	OB11G15190.1	6
OB11G15120.1	OB11G15210.1	8
OB11G15120.1	OB11G15230.1	10
OB11G15130.1	OB11G15170.1	3
OB11G15130.1	OB11G15190.1	5
OB11G15130.1	OB11G15210.1	7
OB11G15130.1	OB11G15230.1	9
OB11G15140.1	OB11G15250.1	10
OB11G15160.1	OB11G15220.1	5
OB11G15170.1	OB11G15210.1	3
OB11G15170.1	OB11G15230.1	5
OB11G15210.1	OB11G15230.1	1
OB11G15310.1	OB11G15340.1	2
OB11G15310.1	OB11G15350.1	3
OB11G15340.1	OB11G15350.1	0
OB11G15810.1	OB11G15860.1	4
OB11G15820.1	OB11G15880.1	5
OB11G15840.1	OB11G15890.1	4
OB11G15840.1	OB11G15920.1	7
OB11G15840.1	OB11G15930.1	8
OB11G15890.1	OB11G15920.1	2
OB11G15890.1	OB11G15930.1	3
OB11G15920.1	OB11G15930.1	0
OB11G16000.1	OB11G16010.1	0
OB11G16110.1	OB11G16170.1	5
OB11G16170.1	OB11G16180.1	0
OB11G16220.1	OB11G16260.1	3
OB11G16220.1	OB11G16270.1	4
OB11G16230.1	OB11G16250.1	1
OB11G16260.1	OB11G16270.1	0
OB11G16660.1	OB11G16690.1	2
OB11G16750.1	OB11G16770.1	1
OB11G16750.1	OB11G16820.1	6
OB11G16770.1	OB11G16820.1	4
OB11G16870.1	OB11G16920.1	4
OB11G16870.1	OB11G16970.1	9
OB11G16920.1	OB11G16980.1	5
OB11G16960.1	OB11G17010.1	4
OB11G16970.1	OB11G16990.1	1
OB11G17240.1	OB11G17350.1	8
OB11G17350.1	OB11G17430.1	7
OB11G17460.1	OB11G17470.1	0
OB11G17660.1	OB11G17670.1	0
OB11G17660.1	OB11G17680.1	1
OB11G17670.1	OB11G17680.1	0
OB11G17730.1	OB11G17760.1	2
OB11G17790.1	OB11G17800.1	0
OB11G18040.1	OB11G18070.1	2
OB11G18120.1	OB11G18130.1	0
OB11G18120.1	OB11G18140.1	1
OB11G18130.1	OB11G18140.1	0
OB11G18240.1	OB11G18290.1	4
OB11G18240.1	OB11G18300.1	5
OB11G18290.1	OB11G18300.1	0
OB11G18950.1	OB11G19050.1	8
OB11G19010.1	OB11G19020.1	0
OB11G19080.1	OB11G19130.1	4
OB11G19080.1	OB11G19140.1	5
OB11G19080.1	OB11G19150.1	6
OB11G19080.1	OB11G19190.1	10
OB11G19130.1	OB11G19140.1	0
OB11G19130.1	OB11G19150.1	1
OB11G19130.1	OB11G19190.1	5
OB11G19140.1	OB11G19150.1	0
OB11G19140.1	OB11G19190.1	4
OB11G19150.1	OB11G19190.1	3
OB11G19370.1	OB11G19400.1	2
OB11G19370.1	OB11G19430.1	5
OB11G19400.1	OB11G19430.1	2
OB11G19840.1	OB11G19870.1	2
OB11G19840.1	OB11G19880.1	3
OB11G19870.1	OB11G19880.1	0
OB11G19900.1	OB11G19910.1	1
OB11G19900.1	OB11G19920.1	0
OB11G19910.1	OB11G19920.1	0
OB11G20240.1	OB11G20310.1	6
OB11G20450.1	OB11G20470.1	1
OB11G20450.1	OB11G20480.1	2
OB11G20450.1	OB11G20520.1	6
OB11G20470.1	OB11G20480.1	0
OB11G20470.1	OB11G20520.1	4
OB11G20480.1	OB11G20520.1	3
OB11G21150.1	OB11G21160.1	0
OB11G21420.1	OB11G21440.1	1
OB11G21420.1	OB11G21450.1	2
OB11G21420.1	OB11G21460.1	3
OB11G21440.1	OB11G21450.1	0
OB11G21450.1	OB11G21460.1	0
OB11G21490.1	OB11G21500.1	0
OB11G21490.1	OB11G21510.1	1
OB11G21490.1	OB11G21530.1	3
OB11G21500.1	OB11G21510.1	0
OB11G21500.1	OB11G21530.1	2
OB11G21510.1	OB11G21530.1	1
OB11G21850.1	OB11G21860.1	0
OB11G21930.1	OB11G21940.1	0
OB11G21960.1	OB11G21990.1	2
OB11G22110.1	OB11G22120.1	0
OB11G22330.1	OB11G22340.1	0
OB11G22330.1	OB11G22360.1	2
OB11G22330.1	OB11G22430.1	9
OB11G22340.1	OB11G22360.1	1
OB11G22340.1	OB11G22370.1	2
OB11G22340.1	OB11G22430.1	8
OB11G22360.1	OB11G22370.1	0
OB11G22360.1	OB11G22430.1	6
OB11G22370.1	OB11G22380.1	0
OB11G22370.1	OB11G22430.1	5
OB11G22710.1	OB11G22720.1	0
OB11G23090.1	OB11G23150.1	4
OB11G23220.1	OB11G23240.1	1
OB11G23220.1	OB11G23270.1	4
OB11G23240.1	OB11G23270.1	2
OB11G23550.1	OB11G23580.1	2
OB11G23780.1	OB11G23790.1	0
OB11G23900.1	OB11G23940.1	3
OB11G23900.1	OB11G23950.1	4
OB11G23900.1	OB11G23980.1	7
OB11G23900.1	OB11G23990.1	8
OB11G23940.1	OB11G23950.1	0
OB11G23940.1	OB11G23980.1	3
OB11G23940.1	OB11G23990.1	4
OB11G23950.1	OB11G23980.1	2
OB11G23950.1	OB11G23990.1	3
OB11G23980.1	OB11G23990.1	0
OB11G24040.1	OB11G24080.1	3
OB11G24060.1	OB11G24070.1	0
OB11G24060.1	OB11G24080.1	1
OB11G24070.1	OB11G24080.1	0
OB11G24190.1	OB11G24210.1	1
OB11G24190.1	OB11G24250.1	5
OB11G24210.1	OB11G24250.1	3
OB11G24280.1	OB11G24310.1	2
OB11G24280.1	OB11G24330.1	4
OB11G24300.1	OB11G24320.1	1
